context,context_label,batch_id,batch_type,chose_younger,race,age,female,hispanic
5,black_male_high,3,Iterative Batch Phase: Max,1,White,56,TRUE,FALSE
7,white_male_high,6,Iterative Batch Phase: Min,0,White,73,FALSE,FALSE
3,black_female_high,2,Iterative Batch Phase: Min,0,White,62,FALSE,FALSE
3,black_female_high,3,Iterative Batch Phase: Min,1,White,22,FALSE,FALSE
1,white_female_high,1,Iterative Batch Phase: Min,1,Multiracial,26,TRUE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,1,White,39,FALSE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,White,52,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,1,White,22,TRUE,FALSE
2,white_female_low,2,Iterative Batch Phase: Max,1,White,25,TRUE,FALSE
1,white_female_high,0,Warmup,1,White,35,FALSE,FALSE
8,white_male_low,0,Warmup,1,White,25,TRUE,FALSE
6,black_male_low,5,Iterative Batch Phase: Min,1,White,23,TRUE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,0,White,35,FALSE,FALSE
7,white_male_high,1,Iterative Batch Phase: Max,1,White,61,TRUE,FALSE
3,black_female_high,2,Iterative Batch Phase: Min,1,White,56,TRUE,FALSE
6,black_male_low,6,Iterative Batch Phase: Min,1,White,69,FALSE,FALSE
7,white_male_high,2,Iterative Batch Phase: Min,1,White,20,TRUE,FALSE
6,black_male_low,0,Warmup,1,White,48,FALSE,FALSE
1,white_female_high,0,Warmup,0,White,23,TRUE,FALSE
7,white_male_high,1,Iterative Batch Phase: Min,0,Black or African American,23,TRUE,FALSE
2,white_female_low,0,Warmup,0,Black or African American,29,FALSE,FALSE
2,white_female_low,4,Iterative Batch Phase: Min,1,White,40,FALSE,FALSE
6,black_male_low,0,Warmup,0,Multiracial,35,FALSE,TRUE
8,white_male_low,2,Iterative Batch Phase: Max,1,Asian,NA,FALSE,FALSE
6,black_male_low,3,Iterative Batch Phase: Min,1,White,63,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,0,White,66,FALSE,FALSE
2,white_female_low,1,Iterative Batch Phase: Max,1,White,46,FALSE,FALSE
4,black_female_low,0,Warmup,1,White,63,TRUE,FALSE
2,white_female_low,3,Iterative Batch Phase: Min,0,White,28,FALSE,FALSE
5,black_male_high,1,Iterative Batch Phase: Max,1,White,26,TRUE,FALSE
1,white_female_high,1,Iterative Batch Phase: Min,0,White,68,FALSE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,0,White,68,FALSE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,0,White,64,FALSE,FALSE
7,white_male_high,1,Iterative Batch Phase: Min,1,White,40,TRUE,FALSE
5,black_male_high,0,Warmup,1,Other,27,FALSE,TRUE
6,black_male_low,5,Iterative Batch Phase: Min,1,White,24,TRUE,FALSE
2,white_female_low,5,Iterative Batch Phase: Min,1,White,25,FALSE,FALSE
1,white_female_high,0,Warmup,0,Black or African American,37,FALSE,FALSE
6,black_male_low,6,Iterative Batch Phase: Min,0,White,37,TRUE,FALSE
8,white_male_low,2,Iterative Batch Phase: Max,0,White,34,TRUE,FALSE
6,black_male_low,1,Iterative Batch Phase: Max,1,White,34,FALSE,FALSE
5,black_male_high,0,Warmup,1,White,35,FALSE,TRUE
2,white_female_low,4,Iterative Batch Phase: Min,1,Black or African American,20,TRUE,FALSE
3,black_female_high,2,Iterative Batch Phase: Min,1,White,25,FALSE,FALSE
7,white_male_high,4,Iterative Batch Phase: Min,1,White,22,FALSE,TRUE
5,black_male_high,4,Iterative Batch Phase: Max,1,White,48,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Min,1,White,61,TRUE,FALSE
1,white_female_high,2,Iterative Batch Phase: Min,1,White,32,TRUE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,Asian,22,FALSE,FALSE
3,black_female_high,5,Iterative Batch Phase: Min,1,Black or African American,28,TRUE,FALSE
6,black_male_low,1,Iterative Batch Phase: Max,1,White,63,FALSE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,0,Multiracial,61,TRUE,FALSE
8,white_male_low,1,Iterative Batch Phase: Max,0,White,53,FALSE,FALSE
7,white_male_high,0,Warmup,1,White,54,TRUE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,1,Asian,57,FALSE,FALSE
1,white_female_high,2,Iterative Batch Phase: Min,1,Asian,51,FALSE,FALSE
2,white_female_low,4,Iterative Batch Phase: Min,1,White,57,TRUE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,White,53,FALSE,FALSE
5,black_male_high,1,Iterative Batch Phase: Max,1,White,52,TRUE,FALSE
2,white_female_low,1,Iterative Batch Phase: Max,1,Other,53,FALSE,TRUE
2,white_female_low,2,Iterative Batch Phase: Min,1,White,32,FALSE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,1,White,45,FALSE,TRUE
7,white_male_high,2,Iterative Batch Phase: Min,1,Black or African American,40,FALSE,FALSE
4,black_female_low,0,Warmup,0,White,42,TRUE,FALSE
5,black_male_high,0,Warmup,1,Asian,42,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,0,Black or African American,47,FALSE,FALSE
8,white_male_low,0,Warmup,0,White,45,FALSE,FALSE
1,white_female_high,2,Iterative Batch Phase: Min,0,White,56,TRUE,FALSE
6,black_male_low,0,Warmup,0,White,23,TRUE,FALSE
7,white_male_high,0,Warmup,0,White,24,TRUE,FALSE
2,white_female_low,5,Iterative Batch Phase: Min,1,White,50,FALSE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,Multiracial,35,TRUE,FALSE
5,black_male_high,0,Warmup,1,White,29,FALSE,FALSE
7,white_male_high,1,Iterative Batch Phase: Min,1,White,24,TRUE,FALSE
2,white_female_low,6,Iterative Batch Phase: Min,0,White,25,FALSE,FALSE
6,black_male_low,5,Iterative Batch Phase: Min,0,White,57,TRUE,FALSE
2,white_female_low,0,Warmup,1,Other,32,FALSE,TRUE
2,white_female_low,3,Iterative Batch Phase: Max,0,White,48,TRUE,FALSE
6,black_male_low,4,Iterative Batch Phase: Min,0,White,27,FALSE,FALSE
2,white_female_low,4,Iterative Batch Phase: Min,0,White,27,FALSE,TRUE
5,black_male_high,2,Iterative Batch Phase: Max,1,White,70,TRUE,FALSE
6,black_male_low,2,Iterative Batch Phase: Min,0,Asian,27,FALSE,FALSE
6,black_male_low,5,Iterative Batch Phase: Min,0,Black or African American,24,FALSE,FALSE
7,white_male_high,4,Iterative Batch Phase: Min,0,White,37,FALSE,FALSE
2,white_female_low,1,Iterative Batch Phase: Max,1,White,31,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,1,White,75,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,0,White,69,FALSE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,1,White,26,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,1,White,29,FALSE,TRUE
6,black_male_low,3,Iterative Batch Phase: Min,1,White,29,FALSE,TRUE
5,black_male_high,0,Warmup,1,White,52,TRUE,FALSE
7,white_male_high,1,Iterative Batch Phase: Min,1,White,36,FALSE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,0,White,NA,FALSE,FALSE
6,black_male_low,0,Warmup,1,Asian,23,FALSE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,0,White,41,TRUE,FALSE
4,black_female_low,0,Warmup,1,White,29,TRUE,FALSE
2,white_female_low,4,Iterative Batch Phase: Max,0,White,33,FALSE,FALSE
5,black_male_high,4,Iterative Batch Phase: Min,1,White,43,FALSE,FALSE
5,black_male_high,0,Warmup,1,Asian,32,FALSE,TRUE
6,black_male_low,5,Iterative Batch Phase: Min,1,White,48,TRUE,FALSE
6,black_male_low,3,Iterative Batch Phase: Min,1,Asian,42,TRUE,FALSE
6,black_male_low,5,Iterative Batch Phase: Min,0,Asian,34,TRUE,FALSE
6,black_male_low,6,Iterative Batch Phase: Min,0,White,34,FALSE,FALSE
3,black_female_high,2,Iterative Batch Phase: Max,0,Multiracial,23,TRUE,FALSE
8,white_male_low,4,Iterative Batch Phase: Max,1,White,37,TRUE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,Other,28,TRUE,TRUE
1,white_female_high,2,Iterative Batch Phase: Min,1,Asian,33,FALSE,FALSE
6,black_male_low,5,Iterative Batch Phase: Min,0,White,49,TRUE,FALSE
2,white_female_low,4,Iterative Batch Phase: Min,1,Black or African American,27,FALSE,FALSE
2,white_female_low,1,Iterative Batch Phase: Max,0,Multiracial,27,TRUE,TRUE
6,black_male_low,0,Warmup,1,White,36,TRUE,FALSE
8,white_male_low,4,Iterative Batch Phase: Min,1,White,49,FALSE,FALSE
1,white_female_high,2,Iterative Batch Phase: Min,1,White,41,FALSE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,1,White,54,TRUE,FALSE
6,black_male_low,4,Iterative Batch Phase: Min,0,White,43,FALSE,FALSE
8,white_male_low,2,Iterative Batch Phase: Max,1,White,37,FALSE,FALSE
2,white_female_low,4,Iterative Batch Phase: Min,1,White,37,FALSE,FALSE
5,black_male_high,6,Iterative Batch Phase: Min,0,White,40,FALSE,FALSE
3,black_female_high,0,Warmup,1,White,27,FALSE,FALSE
3,black_female_high,5,Iterative Batch Phase: Min,0,White,28,FALSE,TRUE
6,black_male_low,5,Iterative Batch Phase: Min,1,White,26,FALSE,FALSE
2,white_female_low,2,Iterative Batch Phase: Max,1,Asian,27,FALSE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,1,White,29,TRUE,FALSE
6,black_male_low,5,Iterative Batch Phase: Min,0,White,30,TRUE,FALSE
4,black_female_low,0,Warmup,0,White,70,TRUE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,1,White,26,FALSE,FALSE
8,white_male_low,1,Iterative Batch Phase: Max,0,Asian,23,FALSE,FALSE
7,white_male_high,0,Warmup,1,White,28,FALSE,FALSE
2,white_female_low,2,Iterative Batch Phase: Max,1,White,22,TRUE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,1,White,46,FALSE,FALSE
6,black_male_low,1,Iterative Batch Phase: Max,1,White,64,FALSE,FALSE
4,black_female_low,3,Iterative Batch Phase: Min,1,White,36,FALSE,FALSE
3,black_female_high,4,Iterative Batch Phase: Max,1,Black or African American,39,FALSE,TRUE
2,white_female_low,3,Iterative Batch Phase: Min,1,White,25,FALSE,TRUE
5,black_male_high,3,Iterative Batch Phase: Max,1,White,23,FALSE,FALSE
6,black_male_low,3,Iterative Batch Phase: Min,1,White,26,FALSE,FALSE
8,white_male_low,0,Warmup,1,White,41,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,1,White,19,FALSE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,Black or African American,56,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,1,White,35,FALSE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,Black or African American,34,FALSE,FALSE
1,white_female_high,2,Iterative Batch Phase: Max,1,White,20,FALSE,TRUE
2,white_female_low,3,Iterative Batch Phase: Min,1,White,33,FALSE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,1,White,30,FALSE,FALSE
4,black_female_low,0,Warmup,1,White,40,FALSE,TRUE
4,black_female_low,1,Iterative Batch Phase: Min,1,Asian,31,FALSE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,1,White,39,FALSE,TRUE
5,black_male_high,2,Iterative Batch Phase: Max,1,White,24,TRUE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,White,25,FALSE,FALSE
2,white_female_low,4,Iterative Batch Phase: Min,1,White,NA,FALSE,TRUE
1,white_female_high,1,Iterative Batch Phase: Min,1,White,68,TRUE,FALSE
8,white_male_low,1,Iterative Batch Phase: Min,1,White,61,TRUE,FALSE
8,white_male_low,0,Warmup,1,White,19,FALSE,FALSE
6,black_male_low,5,Iterative Batch Phase: Min,0,White,32,FALSE,FALSE
6,black_male_low,0,Warmup,1,Black or African American,24,FALSE,FALSE
2,white_female_low,4,Iterative Batch Phase: Max,1,White,27,FALSE,FALSE
6,black_male_low,0,Warmup,1,American Indian or Alaskan Native,34,FALSE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,White,39,FALSE,FALSE
6,black_male_low,0,Warmup,1,White,40,FALSE,FALSE
8,white_male_low,1,Iterative Batch Phase: Max,1,Multiracial,36,TRUE,TRUE
8,white_male_low,1,Iterative Batch Phase: Max,0,White,35,FALSE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,White,33,FALSE,FALSE
6,black_male_low,2,Iterative Batch Phase: Max,1,White,49,FALSE,FALSE
2,white_female_low,1,Iterative Batch Phase: Min,1,Black or African American,32,TRUE,FALSE
4,black_female_low,0,Warmup,1,White,41,FALSE,FALSE
8,white_male_low,3,Iterative Batch Phase: Min,1,White,51,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,1,White,44,FALSE,FALSE
2,white_female_low,4,Iterative Batch Phase: Min,1,White,30,FALSE,FALSE
6,black_male_low,5,Iterative Batch Phase: Min,1,White,39,FALSE,TRUE
4,black_female_low,1,Iterative Batch Phase: Min,1,Asian,28,FALSE,FALSE
5,black_male_high,1,Iterative Batch Phase: Max,1,White,50,FALSE,FALSE
5,black_male_high,5,Iterative Batch Phase: Min,0,White,34,FALSE,FALSE
3,black_female_high,3,Iterative Batch Phase: Min,1,White,42,FALSE,FALSE
7,white_male_high,2,Iterative Batch Phase: Min,1,White,41,FALSE,FALSE
6,black_male_low,0,Warmup,0,Asian,32,FALSE,FALSE
3,black_female_high,0,Warmup,1,White,66,FALSE,FALSE
3,black_female_high,2,Iterative Batch Phase: Min,1,White,32,FALSE,FALSE
3,black_female_high,3,Iterative Batch Phase: Min,1,White,44,FALSE,FALSE
3,black_female_high,3,Iterative Batch Phase: Min,0,Black or African American,39,FALSE,FALSE
6,black_male_low,6,Iterative Batch Phase: Min,1,White,61,TRUE,FALSE
4,black_female_low,0,Warmup,0,White,59,FALSE,FALSE
4,black_female_low,6,Iterative Batch Phase: Min,0,White,50,FALSE,FALSE
6,black_male_low,2,Iterative Batch Phase: Min,1,Prefer not to disclose,26,FALSE,TRUE
5,black_male_high,0,Warmup,1,White,54,FALSE,FALSE
2,white_female_low,3,Iterative Batch Phase: Min,1,Other,38,FALSE,TRUE
6,black_male_low,3,Iterative Batch Phase: Max,1,White,54,FALSE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,1,Black or African American,37,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,1,White,29,TRUE,FALSE
2,white_female_low,2,Iterative Batch Phase: Max,0,White,38,FALSE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,0,White,55,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Min,1,White,76,TRUE,FALSE
8,white_male_low,0,Warmup,1,White,38,TRUE,FALSE
6,black_male_low,1,Iterative Batch Phase: Max,1,White,29,FALSE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,1,White,37,FALSE,FALSE
2,white_female_low,0,Warmup,1,White,62,FALSE,FALSE
3,black_female_high,2,Iterative Batch Phase: Min,1,White,44,FALSE,FALSE
3,black_female_high,4,Iterative Batch Phase: Min,1,Black or African American,35,TRUE,FALSE
3,black_female_high,1,Iterative Batch Phase: Min,1,White,30,FALSE,FALSE
8,white_male_low,1,Iterative Batch Phase: Max,1,Native Hawaiian,28,FALSE,FALSE
8,white_male_low,0,Warmup,1,White,37,FALSE,FALSE
2,white_female_low,3,Iterative Batch Phase: Min,0,White,32,FALSE,FALSE
7,white_male_high,1,Iterative Batch Phase: Min,0,White,25,TRUE,TRUE
5,black_male_high,0,Warmup,1,White,46,TRUE,FALSE
8,white_male_low,0,Warmup,1,White,25,FALSE,FALSE
7,white_male_high,2,Iterative Batch Phase: Min,1,White,39,TRUE,FALSE
2,white_female_low,6,Iterative Batch Phase: Min,0,White,53,TRUE,FALSE
2,white_female_low,2,Iterative Batch Phase: Min,1,White,65,FALSE,FALSE
8,white_male_low,2,Iterative Batch Phase: Max,1,White,50,TRUE,FALSE
2,white_female_low,4,Iterative Batch Phase: Min,1,White,49,FALSE,FALSE
5,black_male_high,1,Iterative Batch Phase: Max,1,White,49,FALSE,FALSE
8,white_male_low,4,Iterative Batch Phase: Max,1,White,67,TRUE,FALSE
5,black_male_high,1,Iterative Batch Phase: Max,1,White,51,TRUE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,1,White,59,FALSE,FALSE
5,black_male_high,0,Warmup,0,White,37,FALSE,FALSE
3,black_female_high,0,Warmup,1,White,72,FALSE,FALSE
5,black_male_high,1,Iterative Batch Phase: Min,0,White,65,TRUE,FALSE
6,black_male_low,5,Iterative Batch Phase: Min,0,White,68,TRUE,FALSE
3,black_female_high,5,Iterative Batch Phase: Min,1,Multiracial,28,FALSE,TRUE
5,black_male_high,4,Iterative Batch Phase: Max,1,Black or African American,59,TRUE,TRUE
6,black_male_low,5,Iterative Batch Phase: Min,0,Black or African American,51,TRUE,FALSE
2,white_female_low,6,Iterative Batch Phase: Min,0,White,70,TRUE,FALSE
5,black_male_high,0,Warmup,0,White,52,TRUE,FALSE
3,black_female_high,4,Iterative Batch Phase: Min,1,White,34,FALSE,FALSE
6,black_male_low,6,Iterative Batch Phase: Min,1,Asian,28,FALSE,FALSE
1,white_female_high,5,Iterative Batch Phase: Min,0,White,49,TRUE,FALSE
8,white_male_low,1,Iterative Batch Phase: Max,1,White,42,FALSE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,0,White,32,FALSE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,White,70,FALSE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,1,White,33,TRUE,TRUE
5,black_male_high,0,Warmup,1,White,32,FALSE,FALSE
8,white_male_low,0,Warmup,1,White,48,TRUE,FALSE
2,white_female_low,0,Warmup,1,White,34,FALSE,FALSE
4,black_female_low,2,Iterative Batch Phase: Min,1,Asian,32,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,0,White,54,TRUE,FALSE
3,black_female_high,5,Iterative Batch Phase: Min,1,Other,60,FALSE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,0,Multiracial,57,TRUE,FALSE
4,black_female_low,0,Warmup,1,White,26,TRUE,TRUE
5,black_male_high,1,Iterative Batch Phase: Max,1,White,40,TRUE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,0,White,57,TRUE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,0,White,28,TRUE,FALSE
5,black_male_high,1,Iterative Batch Phase: Max,1,White,38,FALSE,FALSE
1,white_female_high,0,Warmup,1,White,34,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,1,White,33,FALSE,FALSE
4,black_female_low,0,Warmup,1,White,42,TRUE,FALSE
5,black_male_high,0,Warmup,1,White,32,FALSE,FALSE
1,white_female_high,2,Iterative Batch Phase: Min,1,White,42,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,1,White,45,TRUE,FALSE
3,black_female_high,0,Warmup,1,White,38,TRUE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,1,White,39,FALSE,FALSE
2,white_female_low,4,Iterative Batch Phase: Min,0,White,36,TRUE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,1,White,31,FALSE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,1,White,38,FALSE,FALSE
3,black_female_high,2,Iterative Batch Phase: Min,1,Black or African American,20,FALSE,FALSE
8,white_male_low,1,Iterative Batch Phase: Max,1,White,30,FALSE,FALSE
2,white_female_low,4,Iterative Batch Phase: Max,1,White,47,FALSE,TRUE
1,white_female_high,0,Warmup,1,White,27,TRUE,FALSE
4,black_female_low,5,Iterative Batch Phase: Min,0,Asian,20,TRUE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,1,White,42,TRUE,FALSE
2,white_female_low,1,Iterative Batch Phase: Min,0,White,48,TRUE,FALSE
6,black_male_low,0,Warmup,0,White,32,FALSE,FALSE
5,black_male_high,0,Warmup,1,Asian,24,FALSE,FALSE
2,white_female_low,0,Warmup,1,Multiracial,19,FALSE,TRUE
6,black_male_low,5,Iterative Batch Phase: Min,1,White,35,TRUE,FALSE
7,white_male_high,1,Iterative Batch Phase: Min,1,White,36,FALSE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,Asian,47,TRUE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,1,Asian,31,FALSE,FALSE
6,black_male_low,3,Iterative Batch Phase: Min,0,Black or African American,38,TRUE,FALSE
8,white_male_low,2,Iterative Batch Phase: Min,1,White,37,TRUE,FALSE
8,white_male_low,4,Iterative Batch Phase: Max,1,White,30,FALSE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,0,Black or African American,33,FALSE,FALSE
6,black_male_low,3,Iterative Batch Phase: Min,0,White,31,FALSE,FALSE
6,black_male_low,0,Warmup,1,White,43,FALSE,FALSE
1,white_female_high,0,Warmup,1,White,29,FALSE,TRUE
5,black_male_high,0,Warmup,1,Asian,26,FALSE,FALSE
8,white_male_low,2,Iterative Batch Phase: Max,1,Asian,48,TRUE,FALSE
6,black_male_low,4,Iterative Batch Phase: Min,1,White,57,TRUE,FALSE
1,white_female_high,0,Warmup,1,Prefer not to disclose,27,FALSE,FALSE
6,black_male_low,0,Warmup,1,Multiracial,31,TRUE,TRUE
5,black_male_high,3,Iterative Batch Phase: Max,0,White,39,FALSE,FALSE
7,white_male_high,2,Iterative Batch Phase: Min,1,White,22,TRUE,FALSE
3,black_female_high,5,Iterative Batch Phase: Min,1,White,56,FALSE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,1,White,45,TRUE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,0,Asian,38,FALSE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,White,38,FALSE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,White,65,FALSE,FALSE
8,white_male_low,5,Iterative Batch Phase: Min,1,White,59,TRUE,TRUE
1,white_female_high,2,Iterative Batch Phase: Min,1,White,46,TRUE,FALSE
6,black_male_low,4,Iterative Batch Phase: Min,1,Black or African American,31,TRUE,FALSE
1,white_female_high,2,Iterative Batch Phase: Min,0,White,47,TRUE,FALSE
5,black_male_high,1,Iterative Batch Phase: Max,1,Asian,24,FALSE,FALSE
7,white_male_high,4,Iterative Batch Phase: Min,1,White,57,FALSE,FALSE
1,white_female_high,0,Warmup,1,Asian,34,FALSE,FALSE
1,white_female_high,0,Warmup,0,Asian,22,FALSE,FALSE
8,white_male_low,4,Iterative Batch Phase: Max,0,Black or African American,20,FALSE,FALSE
2,white_female_low,1,Iterative Batch Phase: Max,1,Prefer not to disclose,47,TRUE,TRUE
7,white_male_high,2,Iterative Batch Phase: Max,1,White,31,FALSE,FALSE
8,white_male_low,0,Warmup,1,Black or African American,32,TRUE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,1,Asian,28,FALSE,FALSE
5,black_male_high,1,Iterative Batch Phase: Min,0,White,43,TRUE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,White,40,TRUE,FALSE
4,black_female_low,6,Iterative Batch Phase: Min,1,White,53,TRUE,FALSE
5,black_male_high,3,Iterative Batch Phase: Min,1,White,NA,FALSE,FALSE
5,black_male_high,6,Iterative Batch Phase: Min,1,Black or African American,66,TRUE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,0,White,40,FALSE,TRUE
3,black_female_high,5,Iterative Batch Phase: Min,1,Asian,28,FALSE,FALSE
2,white_female_low,2,Iterative Batch Phase: Max,0,White,49,TRUE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,1,Black or African American,31,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Min,1,White,36,FALSE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,1,White,31,FALSE,FALSE
4,black_female_low,4,Iterative Batch Phase: Min,1,Asian,19,FALSE,FALSE
7,white_male_high,0,Warmup,1,Other,46,TRUE,TRUE
5,black_male_high,0,Warmup,0,Prefer not to disclose,26,FALSE,TRUE
1,white_female_high,5,Iterative Batch Phase: Min,1,White,34,FALSE,TRUE
2,white_female_low,4,Iterative Batch Phase: Min,1,Asian,23,TRUE,FALSE
3,black_female_high,3,Iterative Batch Phase: Min,1,White,34,TRUE,FALSE
2,white_female_low,3,Iterative Batch Phase: Max,1,White,58,FALSE,FALSE
8,white_male_low,3,Iterative Batch Phase: Min,0,White,36,TRUE,FALSE
5,black_male_high,5,Iterative Batch Phase: Min,1,Black or African American,48,FALSE,FALSE
6,black_male_low,6,Iterative Batch Phase: Min,0,White,64,FALSE,FALSE
3,black_female_high,6,Iterative Batch Phase: Min,1,White,25,FALSE,FALSE
6,black_male_low,0,Warmup,1,American Indian or Alaskan Native,23,FALSE,TRUE
1,white_female_high,1,Iterative Batch Phase: Max,0,Black or African American,50,TRUE,FALSE
3,black_female_high,0,Warmup,1,White,25,FALSE,FALSE
3,black_female_high,1,Iterative Batch Phase: Min,1,White,30,TRUE,FALSE
3,black_female_high,1,Iterative Batch Phase: Min,1,Asian,46,FALSE,FALSE
2,white_female_low,2,Iterative Batch Phase: Max,1,White,48,FALSE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,1,White,40,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,1,White,41,FALSE,TRUE
5,black_male_high,2,Iterative Batch Phase: Max,1,White,52,FALSE,FALSE
1,white_female_high,2,Iterative Batch Phase: Min,1,Multiracial,46,FALSE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,1,Black or African American,22,FALSE,FALSE
3,black_female_high,3,Iterative Batch Phase: Min,1,White,51,FALSE,FALSE
7,white_male_high,1,Iterative Batch Phase: Min,1,Other,55,FALSE,FALSE
2,white_female_low,0,Warmup,1,Black or African American,25,FALSE,FALSE
4,black_female_low,6,Iterative Batch Phase: Min,0,White,29,FALSE,TRUE
8,white_male_low,0,Warmup,0,White,68,FALSE,FALSE
5,black_male_high,2,Iterative Batch Phase: Min,1,White,50,TRUE,FALSE
4,black_female_low,4,Iterative Batch Phase: Min,1,Other,49,TRUE,TRUE
3,black_female_high,3,Iterative Batch Phase: Min,0,Black or African American,48,TRUE,FALSE
6,black_male_low,2,Iterative Batch Phase: Min,1,White,54,FALSE,FALSE
3,black_female_high,5,Iterative Batch Phase: Min,1,White,68,TRUE,FALSE
4,black_female_low,0,Warmup,1,Black or African American,42,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Min,1,White,35,FALSE,FALSE
2,white_female_low,0,Warmup,1,White,NA,FALSE,FALSE
5,black_male_high,3,Iterative Batch Phase: Max,0,White,74,FALSE,FALSE
1,white_female_high,2,Iterative Batch Phase: Min,1,Black or African American,31,FALSE,FALSE
6,black_male_low,3,Iterative Batch Phase: Min,0,White,59,FALSE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,1,White,54,TRUE,FALSE
6,black_male_low,6,Iterative Batch Phase: Min,1,White,50,TRUE,FALSE
5,black_male_high,4,Iterative Batch Phase: Max,1,White,58,TRUE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,1,White,59,FALSE,FALSE
4,black_female_low,1,Iterative Batch Phase: Min,0,White,66,TRUE,FALSE
5,black_male_high,2,Iterative Batch Phase: Max,1,White,49,TRUE,FALSE
4,black_female_low,0,Warmup,1,White,54,FALSE,FALSE
7,white_male_high,4,Iterative Batch Phase: Max,1,White,76,TRUE,FALSE
8,white_male_low,4,Iterative Batch Phase: Max,1,White,67,TRUE,FALSE
3,black_female_high,2,Iterative Batch Phase: Min,1,White,25,FALSE,FALSE
